סוג מוצר,שם קופה,שם חברה,קוד קופה,חשיפה למניות,"חשיפה לחו""ל","חשיפה למט""ח","אג""ח ממשלתיות סחירות","אג""ח קונצרני סחיר ותעודות סל אג""חיות","אג""ח קונצרניות לא סחירות","מניות, אופציות ותעודות סל מנייתיות",פיקדונות,הלוואות,מזומנים ושווי מזומנים,קרנות נאמנות,נכסים אחרים,נכסים סחירים ונזילים,נכסים לא סחירים,נכסים בארץ,"נכסים בחו""ל ובמט""ח",מקור
גמל/השתלמות,מור השתלמות -כספי (שקלי),"י.ד מור השקעות בע""מ",8705,0.0%,0.0%,0.0%,87.42%,5.79%,0.0%,0.0%,0.0%,0.0%,6.54%,0.0%,0.25%,99.75%,0.25%,100.0%,0.0%,gemel.xml
גמל/השתלמות,מור השתלמות -עוקב מדד S&amp;P 500,"י.ד מור השקעות בע""מ",9451,100.52%,100.52%,100.66%,20.87%,0.0%,0.0%,38.41%,0.0%,0.0%,25.49%,16.48%,-1.24%,101.18%,-1.18%,96.45%,3.55%,gemel.xml
גמל/השתלמות,"מור השתלמות אג""ח סחיר","י.ד מור השקעות בע""מ",15237,3.8%,9.26%,5.61%,10.5%,78.88%,0.0%,3.78%,0.0%,0.0%,7.2%,0.0%,-0.35%,100.23%,-0.23%,92.53%,7.47%,gemel.xml
גמל/השתלמות,"מור השתלמות אג""ח עם מניות (עד 25% מניות) סחיר","י.ד מור השקעות בע""מ",15236,19.21%,9.9%,19.44%,25.29%,42.2%,0.0%,13.27%,0.0%,0.0%,15.26%,4.08%,-0.1%,100.22%,-0.22%,94.56%,5.44%,gemel.xml
גמל/השתלמות,מור השתלמות מניות סחיר,"י.ד מור השקעות בע""מ",15238,92.8%,60.58%,17.12%,41.0%,4.09%,0.12%,35.27%,0.0%,0.0%,16.19%,0.24%,3.09%,99.34%,0.66%,88.93%,11.07%,gemel.xml
גמל/השתלמות,מור השתלמות משולב סחיר,"י.ד מור השקעות בע""מ",15235,42.82%,29.48%,16.33%,22.64%,35.49%,0.0%,16.65%,0.0%,0.0%,18.36%,5.75%,1.11%,99.77%,0.23%,90.25%,9.75%,gemel.xml
גמל/השתלמות,"מור השתלמות עוקב מדדי אג""ח","י.ד מור השקעות בע""מ",15242,0.0%,109.23%,101.03%,25.21%,61.97%,0.0%,0.18%,0.0%,0.0%,14.92%,0.0%,-2.27%,102.1%,-2.1%,64.32%,35.68%,gemel.xml
גמל/השתלמות,מור השתלמות עוקב מדדי מניות,"י.ד מור השקעות בע""מ",15241,99.77%,111.63%,100.3%,52.89%,0.0%,0.0%,25.38%,0.0%,0.0%,20.05%,0.0%,1.68%,102.51%,-2.51%,69.15%,30.85%,gemel.xml
גמל/השתלמות,"מור השתלמות עוקב מדדים אג""ח עם מניות (עד 25% מניות)","י.ד מור השקעות בע""מ",15240,19.36%,90.61%,100.69%,35.59%,25.51%,0.0%,9.76%,0.0%,0.0%,29.97%,0.0%,-0.84%,100.97%,-0.97%,87.72%,12.28%,gemel.xml
גמל/השתלמות,מור השתלמות עוקב מדדים גמיש,"י.ד מור השקעות בע""מ",15239,45.06%,98.56%,100.06%,38.41%,18.8%,0.0%,12.72%,0.0%,0.0%,26.9%,2.41%,0.76%,101.27%,-1.27%,78.78%,21.22%,gemel.xml
גמל/השתלמות,מור חיסכון לילד - הלכה,"י.ד מור השקעות בע""מ",9113,92.96%,60.81%,28.09%,19.24%,10.24%,0.0%,49.83%,0.0%,0.0%,17.6%,0.49%,2.6%,100.05%,-0.05%,82.63%,17.37%,gemel.xml
גמל/השתלמות,מור חיסכון לילד - חוסכים המעדיפים סיכון בינוני,"י.ד מור השקעות בע""מ",9414,47.66%,27.91%,23.6%,23.89%,24.61%,1.88%,27.82%,0.0%,0.25%,14.15%,6.85%,0.56%,97.95%,2.05%,92.11%,7.89%,gemel.xml
גמל/השתלמות,מור חיסכון לילד - חוסכים המעדיפים סיכון מוגבר,"י.ד מור השקעות בע""מ",9420,93.58%,56.37%,28.13%,25.46%,2.56%,0.0%,52.51%,0.0%,0.32%,12.02%,3.9%,3.23%,97.4%,2.6%,89.03%,10.97%,gemel.xml
גמל/השתלמות,מור חיסכון לילד - שריעה,"י.ד מור השקעות בע""מ",9303,24.21%,82.05%,85.06%,11.23%,46.62%,0.0%,24.21%,0.0%,0.0%,18.34%,0.0%,-0.4%,100.4%,-0.4%,14.95%,85.05%,gemel.xml
גמל/השתלמות,מור מנורה מבטחים מניות,"מנורה מבטחים החזקות בע""מ",1294,97.68%,58.39%,25.78%,0.0%,0.0%,0.0%,78.75%,-0.47%,0.0%,19.12%,1.71%,0.89%,99.39%,0.61%,54.99%,45.01%,gemel.xml
גמל/השתלמות,מור מנורה מבטחים עוקב מדדים גמיש,"מנורה מבטחים החזקות בע""מ",14404,49.96%,36.18%,27.12%,0.0%,35.95%,0.0%,46.28%,0.0%,0.0%,2.35%,15.45%,-0.03%,100.03%,-0.03%,99.13%,0.87%,gemel.xml
גמל/השתלמות,מורחיסכון לילד - חוסכים המעדיפים סיכון מועט,"י.ד מור השקעות בע""מ",9421,26.78%,18.04%,14.37%,29.69%,31.21%,2.64%,19.15%,0.0%,1.45%,11.62%,3.68%,0.56%,95.47%,4.53%,95.15%,4.85%,gemel.xml
גמל/השתלמות,"מורים וגננות - מסלול אשראי ואג""ח","הסתדרות המורים בישראל, אגודה עות'מאנית",2036,0.0%,3.8%,3.18%,58.25%,34.15%,0.0%,0.0%,0.0%,0.0%,5.35%,1.36%,0.89%,100.23%,-0.23%,96.82%,3.18%,gemel.xml
גמל/השתלמות,"מורים וגננות - מסלול אשראי ואג""ח","הסתדרות המורים בישראל, אגודה עות'מאנית",2040,0.0%,3.14%,2.61%,57.62%,33.4%,0.0%,0.0%,0.0%,0.0%,7.46%,1.01%,0.51%,100.06%,-0.06%,97.4%,2.6%,gemel.xml
גמל/השתלמות,מורים וגננות - מסלול הלכה,"הסתדרות המורים בישראל, אגודה עות'מאנית",2035,46.36%,34.5%,18.37%,24.17%,21.13%,0.0%,45.93%,0.0%,0.63%,7.08%,0.71%,0.35%,99.26%,0.74%,68.32%,31.68%,gemel.xml
גמל/השתלמות,מורים וגננות - מסלול הלכה,"הסתדרות המורים בישראל, אגודה עות'מאנית",2039,47.09%,35.05%,18.78%,24.09%,21.32%,0.0%,46.58%,0.0%,0.32%,6.49%,0.9%,0.31%,99.6%,0.4%,63.66%,36.34%,gemel.xml
גמל/השתלמות,מורים וגננות - מסלול כללי,"הסתדרות המורים בישראל, אגודה עות'מאנית",284,52.16%,44.91%,19.12%,13.89%,15.85%,0.16%,46.7%,0.0%,1.83%,3.65%,3.4%,14.52%,79.31%,20.69%,58.3%,41.7%,gemel.xml
גמל/השתלמות,מורים וגננות - מסלול כללי,"הסתדרות המורים בישראל, אגודה עות'מאנית",484,52.25%,44.53%,19.1%,14.42%,15.01%,0.17%,46.0%,0.0%,2.03%,3.84%,3.34%,15.2%,78.03%,21.97%,59.33%,40.67%,gemel.xml
גמל/השתלמות,"מורים תיכוניים - מסלול אשראי ואג""ח","הסתדרות המורים בישראל, אגודה עות'מאנית",2038,0.0%,3.26%,2.83%,56.61%,36.59%,0.0%,0.0%,0.0%,0.0%,5.13%,1.31%,0.36%,100.02%,-0.02%,97.17%,2.83%,gemel.xml
גמל/השתלמות,"מורים תיכוניים - מסלול אשראי ואג""ח","הסתדרות המורים בישראל, אגודה עות'מאנית",2042,0.0%,2.17%,1.88%,56.43%,37.42%,0.0%,0.0%,0.0%,0.0%,5.19%,0.68%,0.29%,100.03%,-0.03%,98.12%,1.88%,gemel.xml
גמל/השתלמות,מורים תיכוניים - מסלול הלכה,"הסתדרות המורים בישראל, אגודה עות'מאנית",2037,46.46%,34.37%,18.77%,23.83%,20.99%,0.0%,45.95%,0.0%,0.4%,7.12%,0.57%,1.14%,98.76%,1.24%,69.81%,30.19%,gemel.xml
גמל/השתלמות,מורים תיכוניים - מסלול הלכה,"הסתדרות המורים בישראל, אגודה עות'מאנית",2041,46.43%,34.36%,18.93%,23.54%,21.12%,0.0%,45.78%,0.0%,0.25%,7.42%,0.72%,1.17%,98.86%,1.14%,69.38%,30.62%,gemel.xml
גמל/השתלמות,מורים תיכוניים - מסלול כללי,"הסתדרות המורים בישראל, אגודה עות'מאנית",285,53.18%,45.97%,19.11%,10.31%,15.58%,0.2%,47.74%,0.0%,2.14%,2.62%,4.16%,17.27%,75.16%,24.84%,56.71%,43.29%,gemel.xml
גמל/השתלמות,מורים תיכוניים - מסלול כללי,"הסתדרות המורים בישראל, אגודה עות'מאנית",485,52.55%,44.5%,19.01%,13.6%,15.16%,0.18%,46.35%,0.0%,1.97%,3.25%,3.87%,15.62%,77.47%,22.53%,59.09%,40.91%,gemel.xml
גמל/השתלמות,מחוג  מסלול לבני 50 ומטה,אחר,7205,59.93%,49.05%,23.68%,38.88%,15.69%,1.99%,25.83%,3.84%,0.24%,6.45%,0.0%,7.08%,87.06%,12.94%,78.89%,21.11%,gemel.xml
גמל/השתלמות,מחוג  מסלול לבני 50 עד 60,אחר,7206,47.84%,40.89%,21.25%,41.27%,22.24%,1.39%,23.94%,1.06%,0.0%,6.22%,0.0%,3.89%,95.31%,4.69%,80.59%,19.41%,gemel.xml
גמל/השתלמות,מחוג חיסכון פלוס כללי,אחר,13711,47.86%,40.34%,19.95%,41.4%,24.33%,0.72%,25.68%,0.8%,0.0%,5.51%,0.0%,1.54%,98.12%,1.88%,81.4%,18.6%,gemel.xml
גמל/השתלמות,מחוג חיסכון פלוס מניות,אחר,15444,93.99%,64.08%,31.06%,13.27%,1.81%,0.0%,77.53%,0.0%,0.0%,6.91%,0.0%,0.48%,99.93%,0.07%,75.21%,24.79%,gemel.xml
גמל/השתלמות,מחוג מסלול כללי,אחר,556,48.89%,41.45%,21.32%,41.46%,19.37%,2.18%,21.22%,3.07%,0.0%,5.54%,0.0%,7.17%,87.92%,12.08%,81.31%,18.69%,gemel.xml
גמל/השתלמות,מחוג מסלול לבני 60 ומעלה,אחר,7207,28.82%,28.79%,17.8%,49.03%,24.49%,1.75%,14.74%,0.78%,0.0%,5.05%,0.0%,4.15%,94.72%,5.28%,84.04%,15.96%,gemel.xml
גמל/השתלמות,"מחר גמל אשראי ואג""ח",הסתדרות האקדמאים במדעי החברה והרוח,1441,3.6%,4.42%,5.85%,48.46%,46.58%,0.0%,3.6%,0.0%,0.0%,1.38%,0.0%,-0.02%,100.02%,-0.02%,94.15%,5.85%,gemel.xml
גמל/השתלמות,מחר גמל לבני 50 ומטה,הסתדרות האקדמאים במדעי החברה והרוח,9935,56.28%,46.12%,18.66%,16.29%,13.55%,0.77%,42.91%,0.0%,0.0%,5.11%,2.35%,19.03%,80.16%,19.84%,60.66%,39.34%,gemel.xml
גמל/השתלמות,מחר גמל לבני 50 עד 60,הסתדרות האקדמאים במדעי החברה והרוח,9936,45.62%,28.7%,16.68%,25.81%,20.83%,0.49%,44.39%,0.0%,0.0%,6.34%,1.88%,0.27%,99.1%,0.9%,78.81%,21.19%,gemel.xml
גמל/השתלמות,מחר גמל לבני 60 ומעלה,הסתדרות האקדמאים במדעי החברה והרוח,9937,26.3%,18.17%,10.92%,35.42%,31.13%,0.0%,24.74%,0.0%,0.0%,3.77%,1.35%,3.6%,96.57%,3.43%,83.48%,16.52%,gemel.xml
גמל/השתלמות,מחר גמל מניות,הסתדרות האקדמאים במדעי החברה והרוח,1522,94.27%,56.54%,24.18%,25.26%,3.53%,0.12%,60.85%,0.0%,0.0%,6.55%,1.84%,1.85%,99.26%,0.74%,75.26%,24.74%,gemel.xml
גמל/השתלמות,מחר גמל עוקב מדד 500 S&amp;P,הסתדרות האקדמאים במדעי החברה והרוח,15073,98.46%,98.46%,98.46%,0.0%,0.0%,0.0%,98.43%,0.0%,0.0%,1.6%,0.0%,-0.03%,100.03%,-0.03%,87.49%,12.51%,gemel.xml
גמל/השתלמות,מיטב בטחון,"מיטב דש השקעות בע""מ",923,44.47%,37.42%,18.45%,26.53%,23.24%,3.07%,33.06%,-0.29%,4.09%,5.08%,3.35%,1.86%,91.02%,8.98%,71.38%,28.62%,gemel.xml
גמל/השתלמות,מיטב ביטחון מבטיח תשואה 4.5%,"מיטב דש השקעות בע""מ",120,14.58%,9.21%,5.41%,0.2%,0.02%,0.0%,10.84%,-0.06%,0.0%,3.59%,0.33%,85.08%,14.82%,85.18%,93.88%,6.12%,gemel.xml
גמל/השתלמות,מיטב ביטחון מבטיח תשואה 5.5%,"מיטב דש השקעות בע""מ",529,14.56%,9.2%,4.84%,0.2%,0.02%,0.0%,10.83%,-0.06%,0.0%,1.66%,0.33%,87.02%,12.88%,87.12%,93.97%,6.03%,gemel.xml
גמל/השתלמות,"מיטב גמל אג""ח ממשלות","מיטב דש השקעות בע""מ",1386,0.0%,7.11%,4.58%,74.57%,14.95%,1.12%,0.0%,-0.26%,0.0%,8.53%,0.0%,1.09%,98.47%,1.53%,92.76%,7.24%,gemel.xml
גמל/השתלמות,"מיטב גמל אג""ח סחיר","מיטב דש השקעות בע""מ",15344,0.0%,100.0%,100.0%,22.9%,44.23%,0.0%,0.0%,0.0%,0.0%,1.93%,29.88%,1.07%,98.93%,1.07%,1.01%,98.99%,gemel.xml
גמל/השתלמות,"מיטב גמל אשראי ואג""ח","מיטב דש השקעות בע""מ",223,3.09%,22.99%,8.66%,39.27%,28.74%,4.18%,2.71%,-0.16%,5.17%,4.39%,3.5%,12.21%,78.81%,21.19%,76.39%,23.61%,gemel.xml
גמל/השתלמות,מיטב גמל בניהול אישי,"מיטב דש השקעות בע""מ",1486,35.77%,34.53%,37.71%,0.83%,7.36%,0.01%,34.95%,0.0%,0.0%,5.53%,10.49%,40.83%,60.78%,39.22%,65.82%,34.18%,gemel.xml
גמל/השתלמות,מיטב גמל הלכה,"מיטב דש השקעות בע""מ",767,44.97%,34.25%,16.17%,85.72%,0.0%,0.0%,0.0%,0.0%,0.0%,12.51%,0.0%,1.77%,99.93%,0.07%,85.77%,14.23%,gemel.xml
גמל/השתלמות,מיטב גמל כספי (שקלי),"מיטב דש השקעות בע""מ",876,0.0%,4.07%,4.6%,72.52%,13.62%,1.3%,0.0%,0.0%,2.05%,4.51%,0.0%,6.0%,96.42%,3.58%,92.6%,7.4%,gemel.xml
גמל/השתלמות,מיטב גמל לבני 50 ומטה,"מיטב דש השקעות בע""מ",7215,53.57%,50.57%,20.61%,18.36%,15.72%,2.21%,40.15%,-0.28%,2.77%,5.61%,2.78%,12.69%,81.65%,18.35%,62.02%,37.98%,gemel.xml
גמל/השתלמות,מיטב גמל לבני 50 עד 60,"מיטב דש השקעות בע""מ",103,44.35%,46.48%,18.74%,20.65%,16.43%,2.68%,33.38%,-0.25%,5.64%,5.15%,2.8%,13.52%,77.42%,22.58%,64.26%,35.74%,gemel.xml
גמל/השתלמות,מיטב גמל לבני 60 ומעלה,"מיטב דש השקעות בע""מ",551,26.03%,36.57%,13.38%,30.51%,19.23%,3.49%,19.71%,-0.21%,6.55%,4.26%,2.83%,13.63%,75.91%,24.09%,69.54%,30.46%,gemel.xml
גמל/השתלמות,"מיטב גמל להשקעה אג""ח סחיר","מיטב דש השקעות בע""מ",15347,0.0%,99.28%,98.51%,23.32%,42.95%,0.0%,0.0%,0.0%,0.0%,4.29%,29.07%,0.37%,99.63%,0.37%,2.73%,97.27%,gemel.xml
גמל/השתלמות,"מיטב גמל להשקעה אשראי ואג""ח","מיטב דש השקעות בע""מ",7862,3.13%,19.42%,8.55%,41.56%,27.17%,3.69%,2.7%,-0.15%,8.21%,4.88%,3.24%,8.7%,79.74%,20.26%,79.24%,20.76%,gemel.xml
גמל/השתלמות,"מיטב גמל להשקעה אשראי ואג""ח עם מניות (עד 25% במניות)","מיטב דש השקעות בע""מ",7980,23.91%,34.23%,12.98%,32.17%,22.91%,3.5%,17.82%,-0.2%,8.06%,4.72%,2.94%,8.08%,80.36%,19.64%,74.1%,25.9%,gemel.xml
גמל/השתלמות,מיטב גמל להשקעה הלכה,"מיטב דש השקעות בע""מ",7863,44.51%,35.09%,16.2%,85.29%,0.0%,0.0%,0.03%,0.0%,0.0%,12.81%,0.0%,1.87%,99.87%,0.13%,85.74%,14.26%,gemel.xml
גמל/השתלמות,מיטב גמל להשקעה כללי,"מיטב דש השקעות בע""מ",7978,44.96%,45.87%,18.58%,21.14%,15.92%,2.53%,33.66%,-0.25%,6.84%,4.59%,2.72%,12.84%,77.24%,22.76%,65.07%,34.93%,gemel.xml
גמל/השתלמות,מיטב גמל להשקעה כספי (שקלי),"מיטב דש השקעות בע""מ",7861,0.0%,0.0%,0.45%,89.92%,1.99%,0.0%,0.0%,0.0%,0.0%,1.3%,0.0%,6.79%,100.18%,-0.18%,99.94%,0.06%,gemel.xml
גמל/השתלמות,מיטב גמל להשקעה מניות,"מיטב דש השקעות בע""מ",7860,95.33%,68.9%,24.91%,10.91%,0.12%,0.0%,70.83%,-0.39%,3.38%,7.31%,2.12%,5.72%,90.16%,9.84%,53.27%,46.73%,gemel.xml
גמל/השתלמות,מיטב גמל להשקעה מניות סחיר,"מיטב דש השקעות בע""מ",15350,99.01%,99.01%,97.09%,79.76%,0.0%,0.0%,10.63%,0.0%,0.0%,8.53%,0.0%,1.08%,102.38%,-2.38%,83.69%,16.31%,gemel.xml
גמל/השתלמות,מיטב גמל להשקעה משולב סחיר,"מיטב דש השקעות בע""מ",15349,96.59%,0.11%,5.47%,20.05%,0.15%,0.0%,75.76%,0.0%,0.0%,3.94%,0.0%,0.1%,97.72%,2.28%,96.32%,3.68%,gemel.xml
גמל/השתלמות,"מיטב גמל להשקעה סחיר - אג""ח עם מניות (עד 25% מניות)","מיטב דש השקעות בע""מ",15348,21.43%,2.79%,5.77%,33.33%,39.48%,1.11%,21.39%,-0.1%,0.0%,3.94%,0.0%,0.86%,98.23%,1.77%,93.3%,6.7%,gemel.xml
גמל/השתלמות,מיטב גמל להשקעה עוקב מדד S&amp;P 500,"מיטב דש השקעות בע""מ",13259,99.83%,100.0%,99.83%,58.97%,0.0%,0.0%,13.42%,0.0%,0.0%,29.46%,0.0%,-1.85%,101.41%,-1.41%,95.5%,4.5%,gemel.xml
גמל/השתלמות,"מיטב גמל להשקעה עוקב מדדי אג""ח עם מניות (עד 25% מניות)","מיטב דש השקעות בע""מ",15351,21.07%,99.84%,95.02%,68.86%,6.39%,0.0%,21.18%,0.0%,0.0%,4.96%,0.0%,-1.4%,101.28%,-1.28%,69.69%,30.31%,gemel.xml
גמל/השתלמות,מיטב גמל להשקעה עוקב מדדי מניות,"מיטב דש השקעות בע""מ",7867,99.15%,100.0%,6.16%,66.71%,0.0%,0.0%,15.33%,0.0%,0.0%,13.88%,0.0%,4.08%,95.92%,4.08%,77.57%,22.43%,gemel.xml
גמל/השתלמות,מיטב גמל להשקעה עוקב מדדים גמיש,"מיטב דש השקעות בע""מ",7979,45.38%,100.0%,51.18%,47.9%,4.44%,0.0%,45.46%,0.0%,0.0%,2.56%,0.0%,-0.38%,100.29%,-0.29%,74.5%,25.5%,gemel.xml
גמל/השתלמות,מיטב גמל להשקעה קיימות,"מיטב דש השקעות בע""מ",14270,98.08%,98.08%,6.13%,82.45%,0.0%,0.0%,3.17%,0.0%,0.0%,7.79%,0.0%,6.58%,100.0%,0.0%,89.22%,10.78%,gemel.xml
גמל/השתלמות,מיטב גמל מניות,"מיטב דש השקעות בע""מ",877,94.29%,69.48%,24.89%,12.7%,0.12%,0.0%,70.19%,-0.39%,0.0%,9.54%,2.1%,5.74%,93.34%,6.66%,52.15%,47.85%,gemel.xml
גמל/השתלמות,מיטב גמל מניות סחיר,"מיטב דש השקעות בע""מ",15345,98.38%,98.38%,96.47%,79.25%,0.0%,0.0%,10.56%,0.0%,0.0%,9.11%,0.0%,1.08%,102.36%,-2.36%,83.8%,16.2%,gemel.xml
גמל/השתלמות,מיטב גמל משולב סחיר,"מיטב דש השקעות בע""מ",14264,95.97%,0.11%,5.43%,19.92%,0.15%,0.0%,75.28%,0.0%,0.0%,4.54%,0.0%,0.11%,97.73%,2.27%,96.35%,3.65%,gemel.xml
גמל/השתלמות,מיטב גמל עוקב מדד S&amp;P500,"מיטב דש השקעות בע""מ",13246,99.48%,100.0%,99.48%,58.76%,0.0%,0.0%,13.37%,0.0%,0.0%,29.7%,0.0%,-1.84%,101.4%,-1.4%,95.51%,4.49%,gemel.xml
גמל/השתלמות,"מיטב גמל עוקב מדדי אג""ח","מיטב דש השקעות בע""מ",1692,22.51%,100.0%,98.91%,68.64%,6.37%,0.0%,22.63%,0.0%,0.0%,3.93%,0.0%,-1.57%,101.45%,-1.45%,69.11%,30.89%,gemel.xml
גמל/השתלמות,מיטב גמל עוקב מדדי מניות,"מיטב דש השקעות בע""מ",1689,98.91%,100.0%,5.99%,66.55%,0.0%,0.0%,15.29%,0.0%,0.0%,14.06%,0.0%,4.1%,95.9%,4.1%,77.62%,22.38%,gemel.xml
גמל/השתלמות,מיטב גמל עוקב מדדים גמיש,"מיטב דש השקעות בע""מ",14265,45.51%,100.0%,52.9%,48.02%,4.45%,0.0%,45.59%,0.0%,0.0%,2.28%,0.0%,-0.35%,100.26%,-0.26%,78.86%,21.14%,gemel.xml
גמל/השתלמות,מיטב גמל קיימות,"מיטב דש השקעות בע""מ",15346,98.56%,98.56%,6.15%,82.85%,0.0%,0.0%,3.19%,0.0%,0.0%,7.33%,0.0%,6.63%,99.99%,0.01%,89.17%,10.83%,gemel.xml
גמל/השתלמות,"מיטב השתלמות אג""ח ממשלות","מיטב דש השקעות בע""מ",1387,0.0%,6.24%,4.76%,75.85%,13.58%,1.43%,0.0%,-0.24%,4.22%,3.82%,0.0%,1.34%,93.74%,6.26%,92.72%,7.28%,gemel.xml
גמל/השתלמות,"מיטב השתלמות אג""ח סחיר","מיטב דש השקעות בע""מ",15353,0.0%,95.95%,95.63%,22.02%,41.93%,0.0%,0.0%,0.0%,0.0%,8.15%,28.19%,-0.29%,100.29%,-0.29%,6.0%,94.0%,gemel.xml
גמל/השתלמות,"מיטב השתלמות אשראי ואג""ח","מיטב דש השקעות בע""מ",1240,3.1%,22.48%,8.44%,35.99%,27.29%,4.48%,2.73%,-0.13%,9.69%,4.18%,3.4%,12.36%,73.79%,26.21%,77.31%,22.69%,gemel.xml
גמל/השתלמות,"מיטב השתלמות אשראי ואג""ח עם מניות (עד 25% מניות)","מיטב דש השקעות בע""מ",8885,23.95%,41.06%,13.01%,31.1%,20.15%,4.08%,15.13%,-0.16%,9.32%,4.55%,2.82%,13.02%,73.03%,26.97%,72.48%,27.52%,gemel.xml
גמל/השתלמות,מיטב השתלמות בניהול אישי,"מיטב דש השקעות בע""מ",1487,45.48%,38.21%,42.24%,0.9%,6.46%,0.01%,45.42%,0.02%,0.0%,7.3%,11.93%,27.95%,75.38%,24.62%,65.46%,34.54%,gemel.xml
גמל/השתלמות,מיטב השתלמות כהלכה,"מיטב דש השקעות בע""מ",768,45.26%,36.05%,16.29%,87.02%,0.0%,0.0%,-0.01%,0.0%,0.0%,10.91%,0.0%,2.08%,99.74%,0.26%,84.64%,15.36%,gemel.xml
גמל/השתלמות,מיטב השתלמות כללי,"מיטב דש השקעות בע""מ",880,44.42%,47.87%,18.73%,19.01%,14.88%,2.85%,33.54%,-0.23%,7.7%,4.37%,2.86%,15.03%,73.53%,26.47%,63.43%,36.57%,gemel.xml
גמל/השתלמות,מיטב השתלמות כספי (שקלי),"מיטב דש השקעות בע""מ",1370,0.0%,0.0%,0.4%,82.4%,0.46%,0.0%,0.0%,0.0%,4.62%,2.34%,0.0%,10.18%,95.43%,4.57%,99.29%,0.71%,gemel.xml
גמל/השתלמות,מיטב השתלמות מניות,"מיטב דש השקעות בע""מ",883,94.77%,68.6%,24.89%,9.91%,0.12%,0.0%,70.56%,-0.39%,3.44%,8.32%,2.11%,5.94%,89.67%,10.33%,53.28%,46.72%,gemel.xml
גמל/השתלמות,מיטב השתלמות מניות סחיר,"מיטב דש השקעות בע""מ",15352,97.6%,97.6%,95.7%,78.62%,0.0%,0.0%,10.48%,0.0%,0.0%,9.83%,0.0%,1.07%,102.34%,-2.34%,83.93%,16.07%,gemel.xml
גמל/השתלמות,מיטב השתלמות משולב סחיר,"מיטב דש השקעות בע""מ",15355,95.4%,0.1%,5.4%,19.8%,0.15%,0.0%,74.83%,0.0%,0.0%,5.09%,0.0%,0.13%,97.72%,2.28%,96.37%,3.63%,gemel.xml
גמל/השתלמות,"מיטב השתלמות סחיר - אג""ח עם מניות (עד 25% מניות)","מיטב דש השקעות בע""מ",15354,20.7%,2.73%,5.58%,32.58%,38.98%,1.07%,20.66%,-0.1%,0.0%,5.95%,0.0%,0.86%,98.27%,1.73%,93.51%,6.49%,gemel.xml
גמל/השתלמות,מיטב השתלמות עוקב מדד S&amp;P500,"מיטב דש השקעות בע""מ",13245,99.71%,100.0%,99.71%,58.89%,0.0%,0.0%,13.4%,0.0%,0.0%,29.52%,0.0%,-1.82%,101.38%,-1.38%,95.5%,4.5%,gemel.xml
גמל/השתלמות,"מיטב השתלמות עוקב מדדי אג""ח עם מניות (עד 25% מניות)","מיטב דש השקעות בע""מ",15357,20.39%,98.95%,95.89%,68.69%,6.37%,0.0%,20.51%,0.0%,0.0%,5.79%,0.0%,-1.36%,101.24%,-1.24%,69.76%,30.24%,gemel.xml
גמל/השתלמות,מיטב השתלמות עוקב מדדי מניות,"מיטב דש השקעות בע""מ",15356,97.66%,100.0%,5.7%,65.71%,0.0%,0.0%,15.1%,0.0%,0.0%,15.14%,0.0%,4.06%,95.94%,4.06%,77.91%,22.09%,gemel.xml
גמל/השתלמות,מיטב השתלמות עוקב מדדים גמיש,"מיטב דש השקעות בע""מ",481,45.63%,100.0%,52.32%,48.09%,4.46%,0.0%,45.71%,0.0%,0.0%,2.1%,0.0%,-0.36%,100.28%,-0.28%,70.71%,29.29%,gemel.xml
גמל/השתלמות,מיטב השתלמות קיימות,"מיטב דש השקעות בע""מ",15358,98.34%,98.34%,6.14%,82.66%,0.0%,0.0%,3.18%,0.0%,0.0%,7.54%,0.0%,6.61%,99.99%,0.01%,89.19%,10.81%,gemel.xml
גמל/השתלמות,מיטב חיסכון לילד - הלכה,"מיטב דש השקעות בע""מ",11388,100.0%,100.0%,100.0%,56.98%,0.0%,0.0%,14.87%,0.0%,0.0%,30.02%,0.0%,-1.86%,102.23%,-2.23%,92.57%,7.43%,gemel.xml
גמל/השתלמות,מיטב חיסכון לילד - חוסכים המעדיפים סיכון בינוני,"מיטב דש השקעות בע""מ",11386,45.0%,45.42%,18.68%,23.64%,15.42%,3.3%,33.55%,-0.27%,4.45%,5.07%,3.05%,11.78%,80.03%,19.97%,64.45%,35.55%,gemel.xml
גמל/השתלמות,מיטב חיסכון לילד - חוסכים המעדיפים סיכון מוגבר,"מיטב דש השקעות בע""מ",11387,95.05%,69.43%,24.62%,11.19%,1.89%,0.01%,71.55%,-0.38%,0.0%,7.48%,2.21%,6.04%,93.17%,6.83%,52.0%,48.0%,gemel.xml
גמל/השתלמות,מיטב חיסכון לילד - חוסכים המעדיפים סיכון מועט,"מיטב דש השקעות בע""מ",11385,26.13%,34.85%,13.48%,30.05%,22.97%,3.93%,19.62%,-0.22%,5.01%,4.56%,3.29%,10.8%,80.08%,19.92%,70.2%,29.8%,gemel.xml
גמל/השתלמות,מיטב להשתתפות בפנסיה תקציבית כללי,"מיטב דש השקעות בע""מ",9491,0.0%,15.05%,20.19%,56.94%,0.58%,0.0%,0.0%,0.0%,0.0%,43.28%,0.0%,-0.81%,100.86%,-0.86%,91.77%,8.23%,gemel.xml
